la,lo,s
"36.119","-86.689","723270"
"36","-86.517","723273"
"35.35","-89.867","723284"
"37.087","-84.077","723290"
"37.087","-84.077","723291"
"36.767","-90.467","723300"
"34.261","-88.771","723301"
"33.65","-88.45","723306"
"33.45","-88.583","723307"
"34.261","-88.771","723320"
"35.061","-89.985","723340"
"35.357","-89.87","723345"
"35.593","-88.917","723346"
"36","-89.4","723347"
"34.833","-92.25","723400"
"34.747","-92.233","723401"
"34.747","-92.233","723403"
"34.917","-92.15","723405"
"36.133","-90.917","723406"
"35.833","-90.633","723407"
"35.967","-89.95","723408"
"35.933","-89.817","723409"
"34.467","-93.083","723415"
"34.6","-91.567","723416"
"34.183","-91.933","723417"
"33.454","-94.008","723418"
"33.221","-92.813","723419"
"33.567","-91.717","723424"
"33.617","-92.767","723425"
"35.25","-93.083","723429"
"36.183","-94.117","723434"
"36.267","-94.3","723436"
"36.367","-92.467","723439"
"35.334","-94.365","723440"
"41.733","-98.05","723441"
"36.183","-94.483","723443"
"36.35","-94.217","723444"
"36","-94.167","723445"
"36.261","-93.155","723446"
"36.3","-92.467","723447"
"35.733","-91.65","723448"
"36.367","-94.1","723449"
"36.883","-91.9","723484"
"37.225","-89.571","723489"
"36.883","-93.9","723490"
"37.149","-94.498","723495"
"33.979","-98.493","723510"
"34.667","-99.267","723520"
"35.008","-99.051","723525"
"35.333","-99.2","723526"
"36.297","-99.775","723527"
"34.333","-98.983","723528"
"34.15","-97.117","723529"
"35.389","-97.6","723530"
"36.333","-97.917","723535"
"36.383","-97.783","723536"
"35.85","-97.4","723537"
"35.417","-97.383","723540"
"35.533","-97.65","723544"
"36.15","-97.083","723545"
"36.731","-97.1","723546"
"34.65","-98.4","723550"
"34.3","-97.017","723555"
"35.65","-95.367","723556"
"36.198","-95.886","723560"
"36.033","-95.983","723564"
"36.767","-96.017","723565"
"34.899","-95.783","723566"
"35.233","-97.45","723570"
"34.567","-98.417","723575"
"36.446","-103.154","723600"
"34.434","-100.288","723601"
"34.434","-100.288","723604"
"35.167","-107.9","723625"
"36.383","-76.017","723626"
"35.511","-108.789","723627"
"31.183","-99.317","723628"
"30.067","-93.8","723629"
"35.219","-101.706","723630"
"35.7","-101.4","723635"
"35.042","-106.616","723650"
"35.883","-106.283","723654"
"35.617","-106.083","723656"
"36.75","-108.233","723658"
"36.45","-105.667","723663"
"35.183","-103.6","723676"
"35.654","-105.143","723677"
"35.267","-113.95","723700"
"36.933","-111.45","723710"
"34.652","-112.421","723721"
"34.652","-112.421","723723"
"35.022","-110.722","723740"
"34.267","-110","723747"
"35.133","-111.667","723750"
"34.517","-109.383","723754"
"35.14","-111.672","723755"
"45.483","-91","723758"
"36.217","-111.817","723760"
"30.517","-96.7","723761"
"35.95","-112.133","723783"
"35.167","-114.567","723788"
"52.8","173.167","723800"
"52.8","173.167","723801"
"34.766","-114.623","723805"
"34.9","-117.883","723810"
"34.854","-116.787","723815"
"34.741","-118.219","723816"
"34.633","-118.083","723820"
"34.583","-117.383","723825"
"34.744","-118.724","723830"
"35.434","-119.056","723840"
"36.95","-116.05","723850"
"36.079","-115.155","723860"
"36.233","-115.033","723865"
"36.621","-116.028","723870"
"36.78","-119.719","723890"
"36.317","-119.617","723898"
"34.117","-119.117","723910"
"34.426","-119.844","723925"
"34.217","-119.083","723926"
"34.2","-119.2","723927"
"34.75","-120.567","723930"
"34.916","-120.465","723940"
"52.8","173.167","723960"
"35.673","-120.627","723965"
"36.667","-76.317","724006"
"36.683","-76.6","724007"
"36.45","-77.717","724008"
"37.511","-77.323","724010"
"37.183","-77.5","724014"
"38.133","-78.45","724016"
"37.35","-78.433","724017"
"36.983","-77.017","724019"
"37.933","-75.483","724020"
"37.65","-75.767","724026"
"38.935","-77.448","724030"
"38.5","-77.3","724035"
"38.717","-77.517","724036"
"38.717","-77.183","724037"
"38.283","-76.4","724040"
"38.8","-76.067","724043"
"38.341","-75.51","724045"
"38.865","-77.034","724050"
"39.15","-78.15","724053"
"39.083","-77.567","724055"
"36.683","-82.033","724058"
"39.172","-76.684","724060"
"52.8","173.167","724065"
"39.7","-77.717","724066"
"39.317","-76.4","724067"
"39.458","-74.457","724070"
"39.933","-74.833","724074"
"39.366","-75.078","724075"
"39.868","-75.231","724080"
"40.083","-75.017","724085"
"40.2","-75.15","724086"
"39.133","-75.467","724088"
"39.673","-75.601","724089"
"40.033","-74.35","724090"
"38.683","-75.367","724093"
"40.883","-74.283","724094"
"40.283","-74.817","724095"
"40.017","-74.6","724096"
"40.8","-74.417","724097"
"37.338","-79.207","724100"
"38.267","-78.9","724105"
"36.567","-79.333","724106"
"37.317","-79.974","724110"
"37.217","-80.417","724113"
"37.95","-79.833","724115"
"37.133","-80.683","724116"
"36.7","-78.05","724118"
"37.795","-81.125","724120"
"37.3","-81.2","724125"
"37.867","-80.4","724127"
"38.379","-81.591","724140"
"38.983","-79.133","724165"
"38.885","-79.853","724170"
"39.283","-80.217","724175"
"39.643","-79.916","724176"
"39.402","-77.984","724177"
"39.043","-84.672","724210"
"38.041","-84.606","724220"
"38.177","-85.73","724230"
"38.183","-84.9","724233"
"38.233","-85.667","724235"
"37.591","-83.314","724236"
"37.733","-87.167","724237"
"37.817","-87.683","724238"
"37.9","-85.967","724240"
"37.087","-84.077","724243"
"38.382","-82.555","724250"
"39.35","-81.433","724270"
"39.345","-81.439","724271"
"39.345","-81.439","724273"
"40.183","-80.65","724275"
"39.6","-84.233","724276"
"39.991","-82.881","724280"
"39.9","-83.133","724284"
"39.817","-82.933","724285"
"39.944","-81.892","724286"
"41.55","-83.467","724287"
"40.067","-83.067","724288"
"39.906","-84.219","724290"
"39.75","-82.65","724294"
"39.833","-83.833","724295"
"39.433","-83.8","724296"
"39.103","-84.419","724297"
"40.4","-84.017","724298"
"41.033","-81.467","724303"
"38.043","-87.537","724320"
"38.65","-88.967","724330"
"38.317","-88.867","724335"
"37.767","-89.25","724336"
"38.55","-89.85","724338"
"37.75","-89.017","724339"
"38.753","-90.374","724340"
"38.657","-90.656","724345"
"38.917","-90.417","724347"
"37.056","-88.774","724350"
"38","-84.6","724354"
"39.583","-85.8","724356"
"39.262","-85.896","724361"
"38.25","-86.95","724365"
"39.45","-87.3","724370"
"39.45","-87.3","724371"
"39.45","-87.317","724373"
"39.133","-86.617","724375"
"39.71","-86.272","724380"
"39.833","-86.3","724384"
"40.117","-85.617","724385"
"40.412","-86.937","724386"
"41.533","-85.783","724388"
"39.845","-89.684","724390"
"38.883","-90.033","724395"
"39.943","-91.194","724396"
"40.467","-88.917","724397"
"37.24","-93.39","724400"
"38.817","-92.218","724450"
"38.7","-93.183","724453"
"37.767","-90.433","724454"
"40.1","-92.55","724455"
"38.128","-91.769","724456"
"37.733","-92.133","724457"
"38.583","-92.15","724458"
"39.299","-94.718","724460"
"39.123","-94.593","724461"
"39.117","-94.6","724463"
"52.8","173.167","724466"
"38.733","-93.55","724467"
"38.85","-94.733","724468"
"38.833","-94.883","724475"
"39.767","-94.917","724490"
"37.647","-97.429","724500"
"37.3","-97","724502"
"37.75","-97.217","724504"
"37.617","-97.267","724505"
"38.067","-97.867","724506"
"37.67","-95.484","724507"
"39","-95.217","724508"
"38.05","-97.283","724509"
"37.773","-99.97","724510"
"37.933","-100.717","724515"
"37.033","-100.95","724516"
"38.35","-98.867","724517"
"38.85","-99.267","724518"
"37.1","-95.567","724519"
"39.05","-96.767","724550"
"39.133","-96.667","724555"
"38.333","-96.183","724556"
"39.073","-95.626","724560"
"38.95","-95.667","724565"
"39.367","-94.917","724567"
"39.549","-97.652","724580"
"38.872","-98.828","724585"
"38.8","-97.633","724586"
"37.436","-105.866","724620"
"37.15","-107.75","724625"
"37.95","-107.9","724627"
"38.051","-103.527","724635"
"38.29","-104.498","724640"
"37.259","-104.341","724645"
"39.368","-101.693","724650"
"39.376","-99.83","724655"
"38.812","-104.711","724660"
"38.817","-104.733","724663"
"39.267","-103.667","724665"
"39.567","-104.85","724666"
"39.217","-106.317","724673"
"40.033","-107.883","724674"
"39.65","-106.917","724675"
"39.217","-106.867","724676"
"38.533","-106.933","724677"
"38.683","-104.767","724680"
"38.517","-106.017","724684"
"38.533","-106.05","724685"
"39.25","-102.283","724689"
"52.8","173.167","724690"
"39.717","-104.75","724695"
"40.583","-105.083","724697"
"40.167","-103.217","724698"
"39.917","-105.117","724699"
"39.617","-110.75","724700"
"52.8","173.167","724720"
"37.617","-109.483","724721"
"38.417","-113.017","724750"
"37.083","-113.6","724754"
"37.702","-113.097","724755"
"37.7","-112.15","724756"
"39.134","-108.538","724760"
"38.5","-107.9","724765"
"37.3","-108.633","724767"
"40.45","-105.017","724769"
"38.75","-109.75","724776"
"41.783","-111.85","724796"
"38.443","-113.028","724797"
"37.373","-118.363","724800"
"37.383","-120.567","724810"
"37.283","-120.517","724815"
"38.367","-121.95","724828"
"38.513","-121.493","724830"
"38.55","-121.3","724833"
"38.554","-121.285","724835"
"38.667","-121.4","724836"
"39.133","-121.433","724837"
"39.1","-121.567","724838"
"38.7","-121.583","724839"
"37.8","-116.783","724844"
"36.217","-115.2","724846"
"52.8","173.167","724850"
"52.8","173.167","724851"
"38.06","-117.087","724855"
"39.295","-114.845","724860"
"39.484","-119.771","724880"
"39.417","-118.7","724885"
"36.583","-121.85","724915"
"36.683","-121.767","724916"
"36.663","-121.605","724917"
"37.894","-121.237","724920"
"37.626","-120.953","724926"
"37.7","-121.817","724927"
"37.733","-122.217","724930"
"37.667","-122.117","724935"
"37.992","-122.052","724936"
"37.467","-122.117","724937"
"37.517","-122.25","724938"
"37.62","-122.398","724940"
"37.362","-121.928","724945"
"37.333","-121.817","724946"
"38.217","-122.283","724955"
"38.067","-122.517","724956"
"38.517","-122.817","724957"
"39.783","-121.85","724970"
"37.067","-89.217","724975"
"42.567","-77.717","724988"
"41.517","-74.267","725015"
"40.817","-72.867","725016"
"40.716","-74.169","725020"
"40.85","-74.067","725025"
"41.5","-72.817","725027"
"41.483","-73.133","725029"
"40.779","-73.881","725030"
"40.783","-73.967","725033"
"40.794","-73.102","725035"
"41.633","-73.883","725036"
"41.067","-73.708","725037"
"41.5","-74.1","725038"
"41.175","-73.146","725040"
"41.267","-72.883","725045"
"41.333","-72.05","725046"
"41.917","-71.5","725054"
"42.467","-71.283","725059"
"41.65","-70.517","725060"
"41.253","-70.061","725061"
"41.25","-70.067","725063"
"41.917","-70.733","725064"
"41.667","-70.95","725065"
"41.4","-70.617","725066"
"41.667","-70.267","725067"
"41.867","-71.017","725068"
"41.683","-70","725069"
"41.722","-71.433","725070"
"42.067","-70.217","725073"
"42.7","-73.167","725075"
"41.517","-71.283","725079"
"41.938","-72.683","725080"
"41.733","-72.183","725084"
"42.567","-72.267","725085"
"41.367","-73.483","725086"
"41.733","-72.65","725087"
"42.583","-70.917","725088"
"42.361","-71.011","725090"
"42.267","-71.876","725095"
"42.15","-70.933","725097"
"42.183","-71.183","725098"
"40.373","-75.959","725101"
"40.383","-75.967","725103"
"41.617","-80.2","725104"
"40.817","-76.867","725105"
"42.55","-71.75","725107"
"40.233","-75.55","725109"
"40.217","-76.851","725110"
"40.217","-76.85","725111"
"40.333","-75.117","725113"
"39.917","-76.867","725114"
"40.194","-76.763","725115"
"40.117","-76.283","725116"
"40.217","-76.85","725118"
"41.033","-78.4","725119"
"52.8","173.167","725120"
"40.783","-79.95","725124"
"41.183","-78.9","725125"
"40.3","-78.317","725126"
"40.317","-78.833","725127"
"40.85","-77.85","725128"
"41.339","-75.727","725130"
"41.183","-75.417","725135"
"41.243","-76.922","725140"
"41.7","-74.8","725145"
"43.35","-76.383","725146"
"42.208","-75.981","725150"
"42.483","-76.45","725155"
"42.167","-76.9","725156"
"42.1","-77.983","725157"
"43.517","-72.95","725165"
"40.651","-75.449","725170"
"42.748","-73.803","725180"
"43.341","-73.61","725185"
"44.683","-73.517","725187"
"43.109","-76.103","725190"
"42.667","-77.05","725194"
"43.233","-75.4","725196"
"43.145","-72.384","725197"
"40.501","-80.231","725200"
"40.35","-79.933","725205"
"40.533","-80.217","725206"
"40.267","-79.4","725207"
"40.617","-83.067","725208"
"40.918","-81.443","725210"
"41.35","-82.183","725214"
"40.867","-81.883","725216"
"39.367","-84.517","725217"
"40.467","-81.417","725224"
"40.017","-82.45","725229"
"42.15","-79.267","725235"
"41.405","-81.853","725240"
"41.517","-81.683","725245"
"40.82","-82.518","725246"
"41.567","-81.483","725247"
"41.254","-80.674","725250"
"41.333","-84.417","725254"
"41.767","-80.683","725256"
"42.08","-80.183","725260"
"42.117","-80.8","725265"
"41.803","-78.64","725266"
"41.383","-79.867","725267"
"42.85","-80.267","725270"
"42.941","-78.736","725280"
"43.1","-78.95","725287"
"43.117","-77.677","725290"
"41.986","-87.914","725300"
"41.917","-88.25","725305"
"52.8","173.167","725306"
"40.3","-88.15","725310"
"38.567","-90.15","725314"
"40.033","-88.267","725315"
"39.833","-88.867","725316"
"39.483","-88.283","725317"
"40.668","-89.684","725320"
"41.75","-89.667","725326"
"41.45","-87","725327"
"41.006","-85.206","725330"
"40.65","-86.15","725335"
"40.233","-85.383","725336"
"41.617","-87.4","725337"
"41.783","-87.75","725340"
"38.767","-87.6","725342"
"41.517","-88.183","725345"
"41.867","-87.6","725346"
"42.417","-87.867","725347"
"41.6","-88.083","725348"
"41.617","-90.583","725349"
"41.707","-86.333","725350"
"41.717","-86","725354"
"41.589","-83.801","725360"
"41.014","-83.669","725366"
"42.215","-83.349","725370"
"42.1","-83.15","725373"
"42.217","-83.75","725374"
"42.409","-83.01","725375"
"42.233","-83.533","725376"
"42.617","-82.833","725377"
"42.633","-83.983","725378"
"42.267","-82.967","725380"
"41.817","-85.433","725383"
"42.917","-82.533","725384"
"42.78","-84.579","725390"
"42.75","-86.1","725394"
"42.26","-84.459","725395"
"42.3","-85.25","725396"
"41.867","-84.083","725404"
"43.317","-84.683","725405"
"43.783","-82.983","725406"
"45.017","-84.683","725407"
"45.967","-86.183","725408"
"41.917","-84.583","725409"
"41.933","-85.05","725414"
"42.25","-84.95","725415"
"43.717","-85.5","725416"
"42.567","-84.417","725417"
"41.933","-83.433","725418"
"43.617","-84.733","725424"
"42.196","-89.093","725430"
"41.133","-75.383","725434"
"41.465","-90.523","725440"
"41.884","-91.709","725450"
"41.4","-95.05","725453"
"40.783","-91.125","725455"
"40.467","-91.433","725456"
"43.083","-94.267","725457"
"41.538","-93.666","725460"
"42.1","-92.917","725461"
"41.633","-91.55","725462"
"41.107","-92.448","725465"
"41.683","-93.55","725466"
"40.75","-95.417","725467"
"42.05","-94.783","725468"
"41.033","-93.367","725469"
"42.398","-90.704","725470"
"42","-93.617","725472"
"41.833","-90.333","725473"
"41.017","-94.367","725474"
"42.233","-91.167","725475"
"43.283","-91.733","725476"
"40.717","-95.033","725479"
"42.554","-92.401","725480"
"42.783","-96.2","725484"
"43.158","-93.331","725485"
"42.05","-93.85","725486"
"41.367","-91.15","725487"
"42.683","-91.967","725488"
"42.983","-96.067","725489"
"42.6","-95.233","725496"
"41.267","-95.767","725497"
"40.617","-93.95","725499"
"41.31","-95.899","725500"
"40.831","-96.764","725510"
"40.9","-97.617","725512"
"40.9","-98","725513"
"40.3","-96.75","725515"
"40.958","-98.313","725520"
"41.617","-98.95","725524"
"40.6","-98.433","725525"
"40.733","-99","725526"
"41.767","-96.167","725527"
"41.367","-96.017","725530"
"40.083","-95.6","725533"
"41.117","-95.917","725540"
"40.6","-95.867","725541"
"41.433","-99.65","725555"
"42.583","-100","725556"
"41.981","-97.437","725560"
"41.45","-96.517","725564"
"41.45","-97.333","725565"
"42.467","-98.683","725566"
"42.391","-96.379","725570"
"41.1","-102.983","725610"
"41.122","-100.668","725620"
"41.117","-101.767","725621"
"40.783","-99.767","725624"
"40.2","-100.583","725625"
"40.517","-101.617","725626"
"42.05","-101.067","725627"
"40.45","-99.333","725628"
"41.101","-102.985","725630"
"40.867","-100","725634"
"42.05","-102.8","725635"
"42.833","-103.1","725636"
"41.158","-104.807","725640"
"41.313","-105.674","725645"
"39.833","-104.658","725650"
"41.874","-103.595","725660"
"41.183","-103.683","725665"
"42.859","-100.551","725670"
"42.75","-105.383","725685"
"42.8","-105.383","725686"
"42.898","-106.473","725690"
"40.5","-107.533","725700"
"40.433","-109.517","725705"
"40.483","-107.217","725715"
"39.533","-107.8","725716"
"39.533","-107.717","725717"
"40.787","-111.968","725720"
"40.217","-111.717","725724"
"41.594","-109.065","725740"
"41.594","-109.065","725741"
"41.594","-109.065","725744"
"41.806","-107.2","725745"
"41.2","-112.017","725750"
"41.117","-111.967","725755"
"42.817","-108.733","725760"
"42.3","-104.9","725763"
"43.067","-108.467","725765"
"41.283","-111.033","725775"
"43.6","-110.733","725776"
"42.92","-112.571","725780"
"43.516","-112.067","725785"
"52.8","173.167","725800"
"40.066","-118.565","725805"
"40.733","-114.033","725810"
"40.183","-112.933","725816"
"40.85","-115.733","725820"
"40.825","-115.792","725825"
"40.902","-117.807","725830"
"39.292","-120.708","725845"
"39.317","-120.133","725846"
"38.9","-120","725847"
"42.917","-114.767","725860"
"42.917","-114.767","725861"
"44.883","-116.1","725864"
"43.5","-114.3","725865"
"42.483","-114.483","725866"
"42.543","-113.772","725867"
"42.15","-121.733","725895"
"39.133","-123.2","725905"
"40.152","-122.254","725910"
"40.515","-122.313","725915"
"40.515","-122.313","725920"
"40.978","-124.109","725945"
"41.783","-124.233","725946"
"41.783","-122.467","725955"
"41.317","-122.317","725957"
"41.5","-120.533","725958"
"41.733","-122.55","725959"
"42.389","-122.871","725970"
"42.617","-123.381","725975"
"43.933","-60.017","726000"
"44.633","-63.5","726010"
"43.833","-66.083","726030"
"44.217","-71.75","726040"
"43.195","-71.501","726050"
"43.083","-70.817","726055"
"43.267","-70.917","726056"
"43.642","-70.304","726060"
"45.2","-67.25","726070"
"44.808","-68.824","726071"
"47.283","-68.3","726083"
"44.808","-68.824","726088"
"45.317","-65.883","726090"
"45.433","-71.683","726100"
"44.533","-72.617","726114"
"43.35","-72.517","726115"
"43.633","-72.3","726116"
"44.267","-71.3","726130"
"44.203","-72.579","726145"
"43.567","-71.417","726155"
"44.583","-71.183","726160"
"42.8","-72","726163"
"44.367","-71.55","726164"
"42.883","-73.233","726166"
"44.468","-73.15","726170"
"44.05","-70.95","726183"
"44.321","-69.797","726185"
"45.65","-68.683","726196"
"44.217","-76.6","726200"
"44.117","-77.533","726210"
"44.936","-74.846","726221"
"44.936","-74.846","726223"
"44.65","-73.467","726225"
"43.992","-76.022","726227"
"44.383","-74.2","726228"
"43.033","-81.15","726230"
"43.683","-79.633","726240"
"43.75","-79.483","726245"
"43.167","-79.933","726246"
"43.633","-79.4","726247"
"43.183","-79.183","726248"
"45.95","-77.317","726250"
"45.467","-73.75","726270"
"45.517","-73.417","726275"
"45.683","-74.033","726278"
"45.317","-75.667","726280"
"46.35","-87.383","726284"
"44.233","-79.783","726300"
"43.983","-80.75","726310"
"44.75","-81.1","726330"
"44.9","-84.717","726340"
"43","-82.3","726341"
"42.882","-85.523","726350"
"42.133","-86.433","726355"
"42.233","-85.55","726357"
"43.171","-86.237","726360"
"43.967","-86.4","726364"
"42.967","-83.749","726370"
"42.667","-83.417","726375"
"43.533","-84.08","726379"
"44.368","-84.691","726380"
"44.283","-85.417","726384"
"44.267","-86.25","726385"
"44.741","-85.583","726387"
"45.072","-83.581","726390"
"38.8","-106.217","726391"
"46.317","-85.45","726394"
"44.45","-83.4","726395"
"42.947","-87.897","726400"
"45.933","-89.733","726404"
"43.117","-88.033","726405"
"43.033","-88.233","726409"
"43.141","-89.345","726410"
"43.417","-88.133","726413"
"42.6","-89.583","726414"
"42.617","-89.033","726415"
"43.217","-90.183","726416"
"45.1","-90.3","726417"
"45.317","-92.683","726418"
"46.55","-90.917","726419"
"42.767","-87.817","726424"
"43.783","-87.85","726425"
"44.55","-89.533","726426"
"46.683","-92.1","726427"
"43.754","-91.256","726430"
"44.865","-91.485","726435"
"43.933","-90.267","726436"
"43.967","-90.733","726437"
"43.15","-90.667","726438"
"43.904","-92.492","726440"
"43.017","-91.117","726444"
"45.183","-89.7","726449"
"44.513","-88.12","726450"
"44.35","-89.833","726452"
"44.133","-87.683","726455"
"43.983","-88.55","726456"
"44.25","-88.517","726457"
"44.85","-87.417","726458"
"44.929","-89.627","726460"
"44.929","-89.627","726461"
"44.929","-89.627","726463"
"43.167","-88.717","726464"
"44.783","-89.667","726465"
"45.217","-96","726466"
"45.483","-91.717","726467"
"45.7","-90.4","726468"
"45.75","-87.033","726480"
"45.717","-87.1","726482"
"45.133","-87.633","726487"
"41.05","-91.983","726498"
"43.4","-94.75","726499"
"43.167","-95.15","726500"
"44.617","-88.733","726502"
"43.517","-89.767","726503"
"45.933","-89.267","726504"
"42.583","-87.917","726505"
"43.767","-88.483","726506"
"42.883","-90.233","726507"
"46.033","-91.45","726508"
"43.433","-88.7","726509"
"43.577","-96.754","726510"
"43.733","-103.617","726514"
"44.3","-96.817","726515"
"44.05","-101.6","726516"
"43.033","-102.517","726517"
"43.383","-99.85","726518"
"42.917","-97.383","726525"
"44.385","-98.229","726540"
"48.017","-92.867","726544"
"43.767","-98.033","726545"
"44.931","-97.154","726546"
"45.65","-95.317","726547"
"48.933","-95.333","726548"
"47.817","-92.7","726549"
"45.545","-94.052","726550"
"44.967","-95.717","726553"
"43.983","-94.55","726554"
"46.4","-94.133","726555"
"44.55","-95.083","726556"
"45.883","-95.393","726557"
"46.7","-92.5","726558"
"44.45","-95.817","726559"
"46.283","-96.15","726560"
"46.45","-95.217","726561"
"44.617","-93.217","726562"
"44.333","-93.317","726563"
"44.583","-92.483","726564"
"45.717","-95.967","726565"
"43.983","-96.317","726566"
"44.317","-94.5","726567"
"44.117","-93.25","726568"
"44.867","-94.383","726569"
"44.633","-90.183","726574"
"45.067","-93.35","726575"
"45.117","-95.083","726576"
"45.15","-93.217","726577"
"45.95","-94.35","726578"
"44.817","-93.45","726579"
"44.883","-93.229","726580"
"45.1","-94.5","726583"
"44.95","-93.067","726584"
"44.217","-93.917","726585"
"43.65","-94.417","726586"
"43.65","-95.583","726587"
"44.083","-91.7","726588"
"43.683","-93.367","726589"
"45.45","-98.421","726590"
"43.65","-94.983","726593"
"44.017","-92.817","726596"
"44.85","-93.15","726603"
"44.046","-103.054","726620"
"44.15","-103.1","726625"
"45.15","-87.15","726626"
"44.35","-105.533","726650"
"44.383","-106.717","726654"
"44.774","-106.976","726660"
"43.967","-107.95","726665"
"44.5","-108.067","726667"
"46.428","-105.886","726675"
"47.133","-104.8","726676"
"45.683","-92.95","726679"
"45.55","-100.417","726680"
"45.55","-93.6","726682"
"45.533","-100.433","726685"
"44.383","-100.286","726686"
"44.517","-109.017","726700"
"42.567","-110.1","726710"
"43.067","-108.467","726720"
"44.567","-112.317","726766"
"45.808","-108.543","726770"
"46.433","-109.833","726775"
"47.049","-109.467","726776"
"46.333","-104.25","726777"
"45.953","-112.513","726785"
"52.8","173.167","726790"
"45.25","-112.55","726796"
"45.794","-111.152","726797"
"45.699","-110.448","726798"
"43.565","-116.22","726810"
"43.633","-116.633","726813"
"43.05","-115.867","726815"
"42.733","-114.45","726816"
"47.45","-115.667","726817"
"43.833","-111.8","726818"
"43.583","-118.95","726830"
"44.254","-121.15","726835"
"45.767","-122.85","726836"
"44.017","-117.017","726837"
"43.592","-118.954","726838"
"45.117","-113.883","726865"
"45.95","-116.133","726871"
"45.95","-116.133","726873"
"44.4","-118.967","726876"
"45.698","-118.834","726880"
"45.183","-123.133","726881"
"45.833","-119.267","726883"
"45.511","-118.425","726885"
"44.838","-117.81","726886"
"43.239","-123.355","726901"
"43.233","-123.35","726904"
"52.8","173.167","726910"
"43.417","-124.25","726917"
"44.133","-123.214","726930"
"44.908","-122.995","726940"
"52.8","173.167","726950"
"44.583","-124.05","726958"
"45.25","-122.767","726959"
"45.591","-122.6","726980"
"45.55","-122.4","726985"
"45.533","-122.95","726986"
"45.667","-121.883","726987"
"45.619","-121.167","726988"
"45.867","-66.533","727000"
"46.433","-63.833","727020"
"46.133","-67.783","727031"
"46.117","-67.8","727033"
"46.117","-64.683","727050"
"46.283","-63.133","727060"
"46.167","-60.05","727070"
"47.383","-61.867","727090"
"48","-66.333","727110"
"46.867","-68.033","727120"
"46.95","-67.883","727125"
"46.683","-68.05","727130"
"43.967","-69.717","727135"
"46.8","-71.383","727140"
"47.8","-69.55","727150"
"47.017","-65.45","727170"
"48.6","-68.2","727180"
"46.05","-74.283","727200"
"46.367","-75.983","727220"
"48.05","-77.783","727250"
"48.2","-78.833","727255"
"47.917","-74.617","727260"
"48.333","-71","727270"
"48.517","-72.267","727280"
"46.617","-80.8","727300"
"46.367","-79.417","727310"
"45.883","-82.567","727330"
"46.467","-84.367","727340"
"46.25","-84.467","727344"
"46.483","-84.367","727345"
"45.571","-84.796","727347"
"47.7","-79.85","727350"
"52.8","173.167","727370"
"46.483","-84.5","727375"
"47.967","-84.783","727380"
"48.567","-81.367","727390"
"45.933","-90.45","727410"
"45.633","-89.467","727415"
"45.4","-83.817","727417"
"46.533","-87.55","727430"
"45.3","-85.267","727434"
"45.867","-84.633","727435"
"44.983","-85.2","727436"
"45.817","-88.117","727437"
"47.169","-88.506","727440"
"47.05","-91.75","727444"
"46.533","-90.133","727445"
"46.417","-92.8","727449"
"46.844","-92.194","727450"
"47.85","-96.617","727452"
"46.901","-95.068","727453"
"47.833","-90.383","727454"
"47.387","-92.839","727455"
"46.767","-92.083","727456"
"46.833","-95.883","727457"
"47.217","-93.517","727458"
"47.817","-91.833","727459"
"44.983","-96.183","727466"
"49.317","-94.9","727467"
"47.783","-93.65","727468"
"48.566","-93.403","727470"
"46.267","-92.567","727473"
"47.4","-92.5","727474"
"45.883","-93.267","727475"
"48.728","-94.61","727476"
"48.85","-95.7","727477"
"48.783","-96.95","727478"
"48.75","-91.617","727480"
"48.15","-94.517","727486"
"48.367","-89.317","727490"
"46.983","-94.183","727497"
"45.567","-93.267","727503"
"46.55","-93.683","727504"
"47.583","-95.767","727505"
"43.917","-95.117","727506"
"45.317","-95.65","727507"
"46.717","-94.383","727508"
"46.383","-94.8","727514"
"45.3","-96.417","727515"
"44.75","-94.067","727517"
"46.925","-96.811","727530"
"45.7","-96.5","727533"
"46.93","-98.678","727535"
"47.5","-94.933","727550"
"48.067","-96.183","727555"
"47.2","-91.4","727556"
"43.667","-92.933","727566"
"48.117","-98.9","727572"
"48.117","-98.917","727573"
"47.967","-97.4","727575"
"47.949","-97.176","727576"
"46.017","-102.65","727584"
"46.774","-100.748","727640"
"46.797","-102.802","727645"
"48.195","-103.642","727670"
"48.417","-101.35","727675"
"48.259","-101.281","727676"
"48.214","-106.621","727680"
"48.417","-106.533","727685"
"48.1","-105.583","727686"
"47.7","-104.2","727687"
"46.606","-111.964","727720"
"46.921","-114.093","727730"
"47.473","-111.382","727750"
"47.517","-111.183","727755"
"48.559","-109.78","727770"
"48.304","-114.264","727790"
"48.608","-112.376","727796"
"46.564","-120.534","727810"
"47.293","-121.337","727815"
"47.4","-120.2","727825"
"47.304","-119.514","727826"
"47.2","-119.317","727827"
"46.375","-117.014","727830"
"47.767","-116.817","727834"
"47.467","-115.8","727836"
"46.567","-119.6","727840"
"46.267","-119.117","727845"
"46.095","-118.287","727846"
"47.621","-117.528","727850"
"47.967","-117.417","727854"
"47.617","-117.65","727855"
"47.683","-117.317","727856"
"46.75","-117.117","727857"
"47.033","-120.533","727883"
"48.117","-123.5","727885"
"48.417","-119.533","727890"
"46.158","-123.878","727910"
"45.617","-122.65","727918"
"46.973","-122.903","727920"
"46.971","-123.937","727923"
"47.233","-123.15","727925"
"46.483","-122.8","727926"
"46.971","-123.937","727927"
"47.483","-122.75","727928"
